pool_index,layer,head,baseline_mse,ablated_mse,delta_mse,relative_delta,num_prompts
2,2,1,0.048693522810935974,0.05492665246129036,0.006233129650354385,0.1280073671076945,64
2,2,2,0.048693522810935974,0.055735331028699875,0.007041808217763901,0.1446148853300419,64
2,2,3,0.048693522810935974,0.05187155678868294,0.0031780339777469635,0.06526605170920083,64
2,3,0,0.048693522810935974,0.05990811809897423,0.011214595288038254,0.23030979564471524,64
2,3,1,0.048693522810935974,0.05033653974533081,0.0016430169343948364,0.03374200180053707,64
2,3,2,0.048693522810935974,0.053548652678728104,0.0048551298677921295,0.09970791980986059,64
2,3,3,0.048693522810935974,0.04994646832346916,0.0012529455125331879,0.02573125623652886,64
2,4,0,0.048693522810935974,0.07955769449472427,0.0308641716837883,0.6338455281412241,64
2,4,1,0.048693522810935974,0.0633944645524025,0.014700941741466522,0.30190754113733914,64
2,4,2,0.048693522810935974,0.059491485357284546,0.010797962546348572,0.22175357055295508,64
2,4,3,0.048693522810935974,0.07686106115579605,0.028167538344860077,0.578465814717261,64
2,5,0,0.048693522810935974,0.05487123131752014,0.0061777085065841675,0.12686920456430523,64
2,5,1,0.048693522810935974,0.052812863141298294,0.00411934033036232,0.08459729533786306,64
2,5,2,0.048693522810935974,0.05618626996874809,0.0074927471578121185,0.15387564351732347,64
2,5,3,0.048693522810935974,0.04808725789189339,-0.0006062649190425873,-0.01245062759957012,64
3,0,0,0.046003151684999466,0.0451524518430233,-0.0008506998419761658,-0.018492207833557338,64
3,0,1,0.046003151684999466,0.047507479786872864,0.0015043281018733978,0.03270054434838261,64
3,0,2,0.046003151684999466,0.048914533108472824,0.002911381423473358,0.06328656443683192,64
3,0,3,0.046003151684999466,0.044922973960638046,-0.0010801777243614197,-0.023480515677149996,64
3,1,0,0.046003151684999466,0.050323065370321274,0.004319913685321808,0.0939047331975849,64
3,1,1,0.046003151684999466,0.05010822415351868,0.004105072468519211,0.08923459193706815,64
3,1,2,0.046003151684999466,0.04810045287013054,0.002097301185131073,0.0455903804036401,64
3,1,3,0.046003151684999466,0.10355821996927261,0.05755506828427315,1.2511114168247168,64
3,2,0,0.046003151684999466,0.05606820806860924,0.010065056383609772,0.21879058313895822,64
3,2,1,0.046003151684999466,0.04651099443435669,0.0005078427493572235,0.011039303411722108,64
3,2,2,0.046003151684999466,0.056911956518888474,0.010908804833889008,0.23713168411478594,64
3,2,3,0.046003151684999466,0.05186474695801735,0.005861595273017883,0.12741725421394973,64
3,3,0,0.046003151684999466,0.05965876206755638,0.013655610382556915,0.29684075725430886,64
3,3,1,0.046003151684999466,0.061742424964904785,0.01573927327990532,0.34213467345315357,64
3,3,2,0.046003151684999466,0.045751843601465225,-0.0002513080835342407,-0.0054628449209214395,64
3,3,3,0.046003151684999466,0.04819971323013306,0.0021965615451335907,0.047748066483064226,64
3,4,0,0.046003151684999466,0.07442674040794373,0.02842358872294426,0.617861769927269,64
3,4,1,0.046003151684999466,0.06422267109155655,0.018219519406557083,0.3960493735498124,64
3,4,2,0.046003151684999466,0.06212857365608215,0.016125421971082687,0.3505286351063263,64
