model_type,pool_index,layer,position,metric,control,score,num_prompts
trained,5,2,10,component_accuracy,actual,0.859375,128
trained,5,2,10,component_accuracy,shuffled,0.5234375,128
trained,5,2,20,beta_r2,actual,0.4806210398674011,128
trained,5,2,20,beta_r2,shuffled,-0.06295686215162277,128
trained,5,2,20,component_accuracy,actual,0.8671875,128
trained,5,2,20,component_accuracy,shuffled,0.546875,128
trained,5,2,30,beta_r2,actual,0.5208268761634827,128
trained,5,2,30,beta_r2,shuffled,-0.3214161694049835,128
trained,5,2,30,component_accuracy,actual,0.8203125,128
trained,5,2,30,component_accuracy,shuffled,0.4765625,128
trained,5,2,40,beta_r2,actual,0.5496902465820312,128
trained,5,2,40,beta_r2,shuffled,-0.14545294642448425,128
trained,5,2,40,component_accuracy,actual,0.8984375,128
trained,5,2,40,component_accuracy,shuffled,0.578125,128
trained,5,2,49,beta_r2,actual,0.495196133852005,128
trained,5,2,49,beta_r2,shuffled,-0.1818818300962448,128
trained,5,2,49,component_accuracy,actual,0.875,128
trained,5,2,49,component_accuracy,shuffled,0.609375,128
trained,5,3,5,beta_r2,actual,0.678272008895874,128
trained,5,3,5,beta_r2,shuffled,-0.2488769143819809,128
trained,5,3,5,component_accuracy,actual,0.953125,128
trained,5,3,5,component_accuracy,shuffled,0.4453125,128
trained,5,3,10,beta_r2,actual,0.7236546277999878,128
trained,5,3,10,beta_r2,shuffled,-0.16456690430641174,128
trained,5,3,10,component_accuracy,actual,0.9609375,128
trained,5,3,10,component_accuracy,shuffled,0.484375,128
trained,5,3,20,beta_r2,actual,0.7367809414863586,128
trained,5,3,20,beta_r2,shuffled,-0.17814362049102783,128
trained,5,3,20,component_accuracy,actual,0.96875,128
trained,5,3,20,component_accuracy,shuffled,0.5234375,128
trained,5,3,30,beta_r2,actual,0.7154715657234192,128
trained,5,3,30,beta_r2,shuffled,-0.32397860288619995,128
trained,5,3,30,component_accuracy,actual,0.953125,128
trained,5,3,30,component_accuracy,shuffled,0.5234375,128
trained,5,3,40,beta_r2,actual,0.7312514185905457,128
trained,5,3,40,beta_r2,shuffled,-0.3316957652568817,128
trained,5,3,40,component_accuracy,actual,0.9765625,128
trained,5,3,40,component_accuracy,shuffled,0.421875,128
trained,5,3,49,beta_r2,actual,0.6857753396034241,128
trained,5,3,49,beta_r2,shuffled,-0.24421203136444092,128
trained,5,3,49,component_accuracy,actual,0.9453125,128
trained,5,3,49,component_accuracy,shuffled,0.4453125,128
trained,5,4,5,beta_r2,actual,0.72210294008255,128
trained,5,4,5,beta_r2,shuffled,-0.41390612721443176,128
trained,5,4,5,component_accuracy,actual,0.9140625,128
trained,5,4,5,component_accuracy,shuffled,0.5625,128
trained,5,4,10,beta_r2,actual,0.8307403922080994,128
trained,5,4,10,beta_r2,shuffled,-0.2437431514263153,128
trained,5,4,10,component_accuracy,actual,0.96875,128
trained,5,4,10,component_accuracy,shuffled,0.421875,128
trained,5,4,20,beta_r2,actual,0.840880811214447,128
trained,5,4,20,beta_r2,shuffled,-0.21671104431152344,128
trained,5,4,20,component_accuracy,actual,0.9765625,128
trained,5,4,20,component_accuracy,shuffled,0.5078125,128
trained,5,4,30,beta_r2,actual,0.8327732086181641,128
trained,5,4,30,beta_r2,shuffled,-0.17817652225494385,128
trained,5,4,30,component_accuracy,actual,0.953125,128
trained,5,4,30,component_accuracy,shuffled,0.4609375,128
trained,5,4,40,beta_r2,actual,0.8771566152572632,128
trained,5,4,40,beta_r2,shuffled,-0.369475394487381,128
trained,5,4,40,component_accuracy,actual,0.9921875,128
trained,5,4,40,component_accuracy,shuffled,0.4609375,128
trained,5,4,49,beta_r2,actual,0.825146496295929,128
trained,5,4,49,beta_r2,shuffled,-0.0633135735988617,128
trained,5,4,49,component_accuracy,actual,0.96875,128
trained,5,4,49,component_accuracy,shuffled,0.453125,128
trained,5,5,5,beta_r2,actual,0.7273712158203125,128
trained,5,5,5,beta_r2,shuffled,-0.17507362365722656,128
trained,5,5,5,component_accuracy,actual,0.90625,128
trained,5,5,5,component_accuracy,shuffled,0.4453125,128
trained,5,5,10,beta_r2,actual,0.8425949215888977,128
trained,5,5,10,beta_r2,shuffled,-0.24216879904270172,128
trained,5,5,10,component_accuracy,actual,0.9765625,128
trained,5,5,10,component_accuracy,shuffled,0.5078125,128
trained,5,5,20,beta_r2,actual,0.8553131222724915,128
trained,5,5,20,beta_r2,shuffled,-0.21770967543125153,128
trained,5,5,20,component_accuracy,actual,0.96875,128
trained,5,5,20,component_accuracy,shuffled,0.4609375,128
trained,5,5,30,beta_r2,actual,0.8405700922012329,128
trained,5,5,30,beta_r2,shuffled,-0.19741247594356537,128
trained,5,5,30,component_accuracy,actual,0.9609375,128
trained,5,5,30,component_accuracy,shuffled,0.5703125,128
trained,5,5,40,beta_r2,actual,0.8934230804443359,128
trained,5,5,40,beta_r2,shuffled,-0.3867141008377075,128
trained,5,5,40,component_accuracy,actual,0.9921875,128
trained,5,5,40,component_accuracy,shuffled,0.484375,128
trained,5,5,49,beta_r2,actual,0.8207794427871704,128
trained,5,5,49,beta_r2,shuffled,-0.3610459566116333,128
trained,5,5,49,component_accuracy,actual,0.9609375,128
trained,5,5,49,component_accuracy,shuffled,0.4921875,128
trained,5,6,5,beta_r2,actual,0.6765526533126831,128
trained,5,6,5,beta_r2,shuffled,-0.7345882654190063,128
trained,5,6,5,component_accuracy,actual,0.921875,128
trained,5,6,5,component_accuracy,shuffled,0.484375,128
trained,5,6,10,beta_r2,actual,0.7833856344223022,128
trained,5,6,10,beta_r2,shuffled,-0.2066710889339447,128
trained,5,6,10,component_accuracy,actual,0.96875,128
trained,5,6,10,component_accuracy,shuffled,0.4921875,128
trained,5,6,20,beta_r2,actual,0.8326584696769714,128
trained,5,6,20,beta_r2,shuffled,-0.19148242473602295,128
trained,5,6,20,component_accuracy,actual,0.9765625,128
trained,5,6,20,component_accuracy,shuffled,0.4921875,128
trained,5,6,30,beta_r2,actual,0.8028478026390076,128
trained,5,6,30,beta_r2,shuffled,-0.28947144746780396,128
trained,5,6,30,component_accuracy,actual,0.9453125,128
trained,5,6,30,component_accuracy,shuffled,0.515625,128
trained,5,6,40,beta_r2,actual,0.8611108064651489,128
trained,5,6,40,beta_r2,shuffled,-0.30585727095603943,128
trained,5,6,40,component_accuracy,actual,0.9921875,128
trained,5,6,40,component_accuracy,shuffled,0.5390625,128
trained,5,6,49,beta_r2,actual,0.7943500280380249,128
trained,5,6,49,beta_r2,shuffled,-0.3048153519630432,128
trained,5,6,49,component_accuracy,actual,0.9609375,128
trained,5,6,49,component_accuracy,shuffled,0.4609375,128
raw_input,5,-1,5,beta_r2,actual,0.0021806356962770224,128
raw_input,5,-1,5,beta_r2,shuffled,-0.057992931455373764,128
raw_input,5,-1,5,component_accuracy,actual,0.5703125,128
raw_input,5,-1,5,component_accuracy,shuffled,0.4765625,128
raw_input,5,-1,10,beta_r2,actual,-0.0578230619430542,128
raw_input,5,-1,10,beta_r2,shuffled,-0.06887339055538177,128
raw_input,5,-1,10,component_accuracy,actual,0.46875,128
raw_input,5,-1,10,component_accuracy,shuffled,0.484375,128
raw_input,5,-1,20,beta_r2,actual,-0.06480550765991211,128
raw_input,5,-1,20,beta_r2,shuffled,-0.05888630449771881,128
raw_input,5,-1,20,component_accuracy,actual,0.484375,128
raw_input,5,-1,20,component_accuracy,shuffled,0.40625,128
raw_input,5,-1,30,beta_r2,actual,-0.0283917598426342,128
raw_input,5,-1,30,beta_r2,shuffled,-0.04428409785032272,128
raw_input,5,-1,30,component_accuracy,actual,0.53125,128
raw_input,5,-1,30,component_accuracy,shuffled,0.5234375,128
raw_input,5,-1,40,beta_r2,actual,-0.03347869962453842,128
raw_input,5,-1,40,beta_r2,shuffled,-0.0208381786942482,128
raw_input,5,-1,40,component_accuracy,actual,0.4921875,128
raw_input,5,-1,40,component_accuracy,shuffled,0.5703125,128
raw_input,5,-1,49,beta_r2,actual,-0.08289671689271927,128
raw_input,5,-1,49,beta_r2,shuffled,-0.09176009148359299,128
raw_input,5,-1,49,component_accuracy,actual,0.4453125,128
raw_input,5,-1,49,component_accuracy,shuffled,0.4140625,128
untrained,5,0,5,beta_r2,actual,0.00877485703676939,128
untrained,5,0,5,beta_r2,shuffled,-0.09343057870864868,128
untrained,5,0,5,component_accuracy,actual,0.53125,128
untrained,5,0,5,component_accuracy,shuffled,0.5546875,128
untrained,5,0,10,beta_r2,actual,-0.06321199983358383,128
untrained,5,0,10,beta_r2,shuffled,-0.10278435051441193,128
untrained,5,0,10,component_accuracy,actual,0.5078125,128
untrained,5,0,10,component_accuracy,shuffled,0.5078125,128
untrained,5,0,20,beta_r2,actual,-0.07072923332452774,128
untrained,5,0,20,beta_r2,shuffled,-0.026637187227606773,128
untrained,5,0,20,component_accuracy,actual,0.5078125,128
untrained,5,0,20,component_accuracy,shuffled,0.4375,128
untrained,5,0,30,beta_r2,actual,-0.037485215812921524,128
untrained,5,0,30,beta_r2,shuffled,-0.04253843054175377,128
untrained,5,0,30,component_accuracy,actual,0.4765625,128
untrained,5,0,30,component_accuracy,shuffled,0.5078125,128
untrained,5,0,40,beta_r2,actual,-0.033765338361263275,128
untrained,5,0,40,beta_r2,shuffled,-0.030970579013228416,128
untrained,5,0,40,component_accuracy,actual,0.484375,128
untrained,5,0,40,component_accuracy,shuffled,0.453125,128
untrained,5,0,49,beta_r2,actual,-0.08296269178390503,128
untrained,5,0,49,beta_r2,shuffled,-0.030712204053997993,128
untrained,5,0,49,component_accuracy,actual,0.4609375,128
untrained,5,0,49,component_accuracy,shuffled,0.640625,128
untrained,5,1,5,beta_r2,actual,0.021533535793423653,128
untrained,5,1,5,beta_r2,shuffled,-0.07763306796550751,128
untrained,5,1,5,component_accuracy,actual,0.53125,128
untrained,5,1,5,component_accuracy,shuffled,0.5,128
untrained,5,1,10,beta_r2,actual,-0.05320298671722412,128
untrained,5,1,10,beta_r2,shuffled,-0.06163286417722702,128
untrained,5,1,10,component_accuracy,actual,0.5,128
untrained,5,1,10,component_accuracy,shuffled,0.5234375,128
untrained,5,1,20,beta_r2,actual,-0.06526654213666916,128
untrained,5,1,20,beta_r2,shuffled,-0.030078910291194916,128
untrained,5,1,20,component_accuracy,actual,0.5,128
untrained,5,1,20,component_accuracy,shuffled,0.484375,128
untrained,5,1,30,beta_r2,actual,-0.02526593953371048,128
untrained,5,1,30,beta_r2,shuffled,-0.007183229550719261,128
untrained,5,1,30,component_accuracy,actual,0.4921875,128
untrained,5,1,30,component_accuracy,shuffled,0.578125,128
untrained,5,1,40,beta_r2,actual,-0.02284877561032772,128
untrained,5,1,40,beta_r2,shuffled,-0.08859160542488098,128
untrained,5,1,40,component_accuracy,actual,0.4921875,128
untrained,5,1,40,component_accuracy,shuffled,0.5859375,128
untrained,5,1,49,beta_r2,actual,-0.07683232426643372,128
untrained,5,1,49,beta_r2,shuffled,-0.027329793199896812,128
untrained,5,1,49,component_accuracy,actual,0.4609375,128
untrained,5,1,49,component_accuracy,shuffled,0.4921875,128
untrained,5,2,5,beta_r2,actual,0.03438916429877281,128
untrained,5,2,5,beta_r2,shuffled,-0.0012179829645901918,128
untrained,5,2,5,component_accuracy,actual,0.5546875,128
untrained,5,2,5,component_accuracy,shuffled,0.53125,128
untrained,5,2,10,beta_r2,actual,-0.04791286587715149,128
untrained,5,2,10,beta_r2,shuffled,-0.0036232846323400736,128
untrained,5,2,10,component_accuracy,actual,0.53125,128
untrained,5,2,10,component_accuracy,shuffled,0.53125,128
untrained,5,2,20,beta_r2,actual,-0.056042153388261795,128
untrained,5,2,20,beta_r2,shuffled,-0.03964520990848541,128
untrained,5,2,20,component_accuracy,actual,0.5078125,128
untrained,5,2,20,component_accuracy,shuffled,0.6171875,128
untrained,5,2,30,beta_r2,actual,-0.025115346536040306,128
untrained,5,2,30,beta_r2,shuffled,-0.033862754702568054,128
untrained,5,2,30,component_accuracy,actual,0.5,128
untrained,5,2,30,component_accuracy,shuffled,0.453125,128
untrained,5,2,40,beta_r2,actual,-0.012414027005434036,128
untrained,5,2,40,beta_r2,shuffled,-0.022704502567648888,128
untrained,5,2,40,component_accuracy,actual,0.5078125,128
untrained,5,2,40,component_accuracy,shuffled,0.5234375,128
untrained,5,2,49,beta_r2,actual,-0.06361731886863708,128
untrained,5,2,49,beta_r2,shuffled,-0.06375932693481445,128
untrained,5,2,49,component_accuracy,actual,0.4609375,128
untrained,5,2,49,component_accuracy,shuffled,0.59375,128
untrained,5,3,5,beta_r2,actual,0.047173872590065,128
untrained,5,3,5,beta_r2,shuffled,-0.04415518790483475,128
untrained,5,3,5,component_accuracy,actual,0.5546875,128
untrained,5,3,5,component_accuracy,shuffled,0.40625,128
untrained,5,3,10,beta_r2,actual,-0.04933687299489975,128
untrained,5,3,10,beta_r2,shuffled,-0.027738388627767563,128
untrained,5,3,10,component_accuracy,actual,0.5234375,128
untrained,5,3,10,component_accuracy,shuffled,0.515625,128
untrained,5,3,20,beta_r2,actual,-0.0607253834605217,128
untrained,5,3,20,beta_r2,shuffled,-0.009081818163394928,128
untrained,5,3,20,component_accuracy,actual,0.5078125,128
untrained,5,3,20,component_accuracy,shuffled,0.546875,128
untrained,5,3,30,beta_r2,actual,-0.01427697017788887,128
untrained,5,3,30,beta_r2,shuffled,-0.005804716609418392,128
untrained,5,3,30,component_accuracy,actual,0.5078125,128
untrained,5,3,30,component_accuracy,shuffled,0.5234375,128
untrained,5,3,40,beta_r2,actual,0.002129119820892811,128
untrained,5,3,40,beta_r2,shuffled,-0.10149737447500229,128
untrained,5,3,40,component_accuracy,actual,0.53125,128
untrained,5,3,40,component_accuracy,shuffled,0.4921875,128
untrained,5,3,49,beta_r2,actual,-0.04920399561524391,128
untrained,5,3,49,beta_r2,shuffled,-0.031753551214933395,128
untrained,5,3,49,component_accuracy,actual,0.4609375,128
untrained,5,3,49,component_accuracy,shuffled,0.4921875,128
untrained,5,4,5,beta_r2,actual,0.045413825660943985,128
untrained,5,4,5,beta_r2,shuffled,-0.10956309735774994,128
untrained,5,4,5,component_accuracy,actual,0.5546875,128
untrained,5,4,5,component_accuracy,shuffled,0.546875,128
untrained,5,4,10,beta_r2,actual,-0.054491348564624786,128
untrained,5,4,10,beta_r2,shuffled,-0.09240486472845078,128
untrained,5,4,10,component_accuracy,actual,0.5234375,128
untrained,5,4,10,component_accuracy,shuffled,0.53125,128
untrained,5,4,20,beta_r2,actual,-0.05891401693224907,128
untrained,5,4,20,beta_r2,shuffled,-0.028705473989248276,128
untrained,5,4,20,component_accuracy,actual,0.484375,128
untrained,5,4,20,component_accuracy,shuffled,0.4609375,128
untrained,5,4,30,beta_r2,actual,-0.012075643986463547,128
untrained,5,4,30,beta_r2,shuffled,-0.06572610139846802,128
untrained,5,4,30,component_accuracy,actual,0.5078125,128
untrained,5,4,30,component_accuracy,shuffled,0.40625,128
untrained,5,4,40,beta_r2,actual,0.0032592208590358496,128
untrained,5,4,40,beta_r2,shuffled,-0.14751316606998444,128
untrained,5,4,40,component_accuracy,actual,0.5234375,128
untrained,5,4,40,component_accuracy,shuffled,0.5234375,128
untrained,5,4,49,beta_r2,actual,-0.0556044764816761,128
untrained,5,4,49,beta_r2,shuffled,-0.07355346530675888,128
untrained,5,4,49,component_accuracy,actual,0.453125,128
untrained,5,4,49,component_accuracy,shuffled,0.5,128
untrained,5,5,5,beta_r2,actual,0.05421537905931473,128
untrained,5,5,5,beta_r2,shuffled,-0.04595469683408737,128
untrained,5,5,5,component_accuracy,actual,0.5546875,128
untrained,5,5,5,component_accuracy,shuffled,0.4453125,128
untrained,5,5,10,beta_r2,actual,-0.03506014868617058,128
untrained,5,5,10,beta_r2,shuffled,-0.05431700125336647,128
untrained,5,5,10,component_accuracy,actual,0.53125,128
untrained,5,5,10,component_accuracy,shuffled,0.453125,128
untrained,5,5,20,beta_r2,actual,-0.04586737975478172,128
untrained,5,5,20,beta_r2,shuffled,-0.04921504482626915,128
untrained,5,5,20,component_accuracy,actual,0.484375,128
untrained,5,5,20,component_accuracy,shuffled,0.546875,128
untrained,5,5,30,beta_r2,actual,-0.009844784624874592,128
untrained,5,5,30,beta_r2,shuffled,-0.05919266119599342,128
untrained,5,5,30,component_accuracy,actual,0.5390625,128
untrained,5,5,30,component_accuracy,shuffled,0.5546875,128
untrained,5,5,40,beta_r2,actual,0.008930156007409096,128
untrained,5,5,40,beta_r2,shuffled,-0.05744553729891777,128
untrained,5,5,40,component_accuracy,actual,0.5390625,128
untrained,5,5,40,component_accuracy,shuffled,0.515625,128
untrained,5,5,49,beta_r2,actual,-0.0517854243516922,128
untrained,5,5,49,beta_r2,shuffled,-0.014702139422297478,128
untrained,5,5,49,component_accuracy,actual,0.46875,128
untrained,5,5,49,component_accuracy,shuffled,0.515625,128
untrained,5,6,5,beta_r2,actual,0.060856010764837265,128
untrained,5,6,5,beta_r2,shuffled,-0.043360862880945206,128
untrained,5,6,5,component_accuracy,actual,0.546875,128
untrained,5,6,5,component_accuracy,shuffled,0.546875,128
untrained,5,6,10,beta_r2,actual,-0.05296226963400841,128
untrained,5,6,10,beta_r2,shuffled,-0.04713676869869232,128
untrained,5,6,10,component_accuracy,actual,0.5234375,128
untrained,5,6,10,component_accuracy,shuffled,0.484375,128
untrained,5,6,20,beta_r2,actual,-0.041093043982982635,128
untrained,5,6,20,beta_r2,shuffled,-0.04846975952386856,128
untrained,5,6,20,component_accuracy,actual,0.5234375,128
untrained,5,6,20,component_accuracy,shuffled,0.5390625,128
untrained,5,6,30,beta_r2,actual,-0.023518433794379234,128
untrained,5,6,30,beta_r2,shuffled,-0.028393426910042763,128
untrained,5,6,30,component_accuracy,actual,0.5078125,128
untrained,5,6,30,component_accuracy,shuffled,0.4765625,128
untrained,5,6,40,beta_r2,actual,0.021967342123389244,128
untrained,5,6,40,beta_r2,shuffled,-0.01448284275829792,128
untrained,5,6,40,component_accuracy,actual,0.53125,128
untrained,5,6,40,component_accuracy,shuffled,0.6015625,128
untrained,5,6,49,beta_r2,actual,-0.03950537368655205,128
untrained,5,6,49,beta_r2,shuffled,-0.10048630833625793,128
untrained,5,6,49,component_accuracy,actual,0.4609375,128
untrained,5,6,49,component_accuracy,shuffled,0.4609375,128
trained,6,0,5,beta_r2,actual,0.010618450120091438,128
trained,6,0,5,beta_r2,shuffled,-0.026198118925094604,128
trained,6,0,5,component_accuracy,actual,0.5234375,128
trained,6,0,5,component_accuracy,shuffled,0.4609375,128
trained,6,0,10,beta_r2,actual,-0.025946469977498055,128
trained,6,0,10,beta_r2,shuffled,0.020833386108279228,128
trained,6,0,10,component_accuracy,actual,0.6015625,128
trained,6,0,10,component_accuracy,shuffled,0.5625,128
trained,6,0,20,beta_r2,actual,-0.010484876111149788,128
trained,6,0,20,beta_r2,shuffled,-0.07499048113822937,128
trained,6,0,20,component_accuracy,actual,0.5546875,128
trained,6,0,20,component_accuracy,shuffled,0.5078125,128
trained,6,0,30,beta_r2,actual,-0.04418643191456795,128
trained,6,0,30,beta_r2,shuffled,-0.07237384468317032,128
trained,6,0,30,component_accuracy,actual,0.515625,128
trained,6,0,30,component_accuracy,shuffled,0.5,128
trained,6,0,40,beta_r2,actual,-0.04329903796315193,128
trained,6,0,40,beta_r2,shuffled,-0.06575573980808258,128
trained,6,0,40,component_accuracy,actual,0.4765625,128
trained,6,0,40,component_accuracy,shuffled,0.453125,128
trained,6,0,49,beta_r2,actual,-0.07979313284158707,128
trained,6,0,49,beta_r2,shuffled,-0.007200197316706181,128
trained,6,0,49,component_accuracy,actual,0.484375,128
trained,6,0,49,component_accuracy,shuffled,0.4921875,128
trained,6,1,5,beta_r2,actual,0.6889581084251404,128
trained,6,1,5,beta_r2,shuffled,-0.17134670913219452,128
trained,6,1,5,component_accuracy,actual,0.9765625,128
trained,6,1,5,component_accuracy,shuffled,0.4609375,128
trained,6,1,10,beta_r2,actual,0.6919605731964111,128
trained,6,1,10,beta_r2,shuffled,-0.34390345215797424,128
trained,6,1,10,component_accuracy,actual,0.96875,128
trained,6,1,10,component_accuracy,shuffled,0.421875,128
trained,6,1,20,beta_r2,actual,0.6914566159248352,128
trained,6,1,20,beta_r2,shuffled,-0.17003470659255981,128
trained,6,1,20,component_accuracy,actual,0.953125,128
trained,6,1,20,component_accuracy,shuffled,0.5390625,128
trained,6,1,30,beta_r2,actual,0.7340365052223206,128
trained,6,1,30,beta_r2,shuffled,-0.22644172608852386,128
trained,6,1,30,component_accuracy,actual,0.9609375,128
trained,6,1,30,component_accuracy,shuffled,0.5,128
trained,6,1,40,beta_r2,actual,0.7016422152519226,128
trained,6,1,40,beta_r2,shuffled,-0.17199008166790009,128
trained,6,1,40,component_accuracy,actual,0.96875,128
trained,6,1,40,component_accuracy,shuffled,0.375,128
trained,6,1,49,beta_r2,actual,0.740788996219635,128
trained,6,1,49,beta_r2,shuffled,-0.26224467158317566,128
trained,6,1,49,component_accuracy,actual,0.9921875,128
trained,6,1,49,component_accuracy,shuffled,0.5,128
trained,6,2,5,beta_r2,actual,0.7091582417488098,128
trained,6,2,5,beta_r2,shuffled,-0.5601475238800049,128
trained,6,2,5,component_accuracy,actual,0.9765625,128
trained,6,2,5,component_accuracy,shuffled,0.484375,128
trained,6,2,10,beta_r2,actual,0.7328551411628723,128
trained,6,2,10,beta_r2,shuffled,-0.23080645501613617,128
trained,6,2,10,component_accuracy,actual,0.9609375,128
trained,6,2,10,component_accuracy,shuffled,0.4765625,128
trained,6,2,20,beta_r2,actual,0.7098828554153442,128
trained,6,2,20,beta_r2,shuffled,-0.08768025040626526,128
trained,6,2,20,component_accuracy,actual,0.96875,128
trained,6,2,20,component_accuracy,shuffled,0.5,128
trained,6,2,30,beta_r2,actual,0.7672238945960999,128
trained,6,2,30,beta_r2,shuffled,-0.26199865341186523,128
trained,6,2,30,component_accuracy,actual,0.9765625,128
trained,6,2,30,component_accuracy,shuffled,0.5234375,128
trained,6,2,40,beta_r2,actual,0.738047182559967,128
trained,6,2,40,beta_r2,shuffled,-0.21902690827846527,128
trained,6,2,40,component_accuracy,actual,0.96875,128
trained,6,2,40,component_accuracy,shuffled,0.390625,128
trained,6,2,49,beta_r2,actual,0.7525609135627747,128
trained,6,2,49,beta_r2,shuffled,-0.16017861664295197,128
trained,6,2,49,component_accuracy,actual,0.984375,128
trained,6,2,49,component_accuracy,shuffled,0.515625,128
trained,6,3,5,beta_r2,actual,0.8038989901542664,128
trained,6,3,5,beta_r2,shuffled,-0.3066752851009369,128
trained,6,3,5,component_accuracy,actual,0.9921875,128
trained,6,3,5,component_accuracy,shuffled,0.4921875,128
trained,6,3,10,beta_r2,actual,0.7937301993370056,128
trained,6,3,10,beta_r2,shuffled,-0.6290778517723083,128
trained,6,3,10,component_accuracy,actual,0.984375,128
trained,6,3,10,component_accuracy,shuffled,0.5,128
trained,6,3,20,beta_r2,actual,0.8260738253593445,128
trained,6,3,20,beta_r2,shuffled,-0.3722825050354004,128
trained,6,3,20,component_accuracy,actual,0.9765625,128
trained,6,3,20,component_accuracy,shuffled,0.5,128
trained,6,3,30,beta_r2,actual,0.8720154166221619,128
trained,6,3,30,beta_r2,shuffled,-0.10621480643749237,128
trained,6,3,30,component_accuracy,actual,0.984375,128
trained,6,3,30,component_accuracy,shuffled,0.4609375,128
trained,6,3,40,beta_r2,actual,0.831855833530426,128
trained,6,3,40,beta_r2,shuffled,-0.29608261585235596,128
trained,6,3,40,component_accuracy,actual,0.96875,128
trained,6,3,40,component_accuracy,shuffled,0.453125,128
trained,6,3,49,beta_r2,actual,0.8617867231369019,128
trained,6,3,49,beta_r2,shuffled,-0.17994612455368042,128
trained,6,3,49,component_accuracy,actual,0.9765625,128
trained,6,3,49,component_accuracy,shuffled,0.40625,128
trained,6,4,5,beta_r2,actual,0.918189525604248,128
trained,6,4,5,beta_r2,shuffled,-0.4504436254501343,128
trained,6,4,5,component_accuracy,actual,0.9921875,128
trained,6,4,5,component_accuracy,shuffled,0.4453125,128
trained,6,4,10,beta_r2,actual,0.910275399684906,128
trained,6,4,10,beta_r2,shuffled,-0.2567528188228607,128
trained,6,4,10,component_accuracy,actual,0.984375,128
trained,6,4,10,component_accuracy,shuffled,0.5390625,128
trained,6,4,20,beta_r2,actual,0.9443360567092896,128
trained,6,4,20,beta_r2,shuffled,-0.2977904975414276,128
trained,6,4,20,component_accuracy,actual,1.0,128
trained,6,4,20,component_accuracy,shuffled,0.53125,128
trained,6,4,30,beta_r2,actual,0.9496386647224426,128
trained,6,4,30,beta_r2,shuffled,-0.31749075651168823,128
trained,6,4,30,component_accuracy,actual,1.0,128
trained,6,4,30,component_accuracy,shuffled,0.515625,128
trained,6,4,40,beta_r2,actual,0.9194838404655457,128
trained,6,4,40,beta_r2,shuffled,-0.31637153029441833,128
trained,6,4,40,component_accuracy,actual,0.9765625,128
trained,6,4,40,component_accuracy,shuffled,0.4765625,128
trained,6,4,49,beta_r2,actual,0.9320870637893677,128
trained,6,4,49,beta_r2,shuffled,-0.03364485502243042,128
trained,6,4,49,component_accuracy,actual,0.9765625,128
trained,6,4,49,component_accuracy,shuffled,0.5234375,128
trained,6,5,5,beta_r2,actual,0.9034273624420166,128
trained,6,5,5,beta_r2,shuffled,-0.4096524119377136,128
trained,6,5,5,component_accuracy,actual,0.9921875,128
trained,6,5,5,component_accuracy,shuffled,0.515625,128
trained,6,5,10,beta_r2,actual,0.9390925168991089,128
trained,6,5,10,beta_r2,shuffled,-0.2609094977378845,128
trained,6,5,10,component_accuracy,actual,1.0,128
trained,6,5,10,component_accuracy,shuffled,0.4296875,128
trained,6,5,20,beta_r2,actual,0.9626654386520386,128
trained,6,5,20,beta_r2,shuffled,-0.3535967767238617,128
trained,6,5,20,component_accuracy,actual,1.0,128
trained,6,5,20,component_accuracy,shuffled,0.484375,128
trained,6,5,30,beta_r2,actual,0.9688801169395447,128
trained,6,5,30,beta_r2,shuffled,-0.2980261743068695,128
trained,6,5,30,component_accuracy,actual,1.0,128
trained,6,5,30,component_accuracy,shuffled,0.4453125,128
trained,6,5,40,beta_r2,actual,0.9427639245986938,128
trained,6,5,40,beta_r2,shuffled,-0.27772092819213867,128
trained,6,5,40,component_accuracy,actual,0.984375,128
trained,6,5,40,component_accuracy,shuffled,0.5390625,128
trained,6,5,49,beta_r2,actual,0.9501628279685974,128
trained,6,5,49,beta_r2,shuffled,-0.28560933470726013,128
trained,6,5,49,component_accuracy,actual,0.9921875,128
trained,6,5,49,component_accuracy,shuffled,0.4296875,128
trained,6,6,5,beta_r2,actual,0.8315905928611755,128
trained,6,6,5,beta_r2,shuffled,-0.4380277097225189,128
trained,6,6,5,component_accuracy,actual,0.9921875,128
trained,6,6,5,component_accuracy,shuffled,0.515625,128
trained,6,6,10,beta_r2,actual,0.9014081358909607,128
trained,6,6,10,beta_r2,shuffled,-0.189475417137146,128
trained,6,6,10,component_accuracy,actual,1.0,128
trained,6,6,10,component_accuracy,shuffled,0.40625,128
trained,6,6,20,beta_r2,actual,0.9275908470153809,128
trained,6,6,20,beta_r2,shuffled,-0.21851828694343567,128
trained,6,6,20,component_accuracy,actual,1.0,128
trained,6,6,20,component_accuracy,shuffled,0.5234375,128
trained,6,6,30,beta_r2,actual,0.9505894780158997,128
trained,6,6,30,beta_r2,shuffled,-0.18367190659046173,128
trained,6,6,30,component_accuracy,actual,1.0,128
trained,6,6,30,component_accuracy,shuffled,0.5,128
trained,6,6,40,beta_r2,actual,0.9249216914176941,128
trained,6,6,40,beta_r2,shuffled,-0.08495116978883743,128
trained,6,6,40,component_accuracy,actual,0.984375,128
trained,6,6,40,component_accuracy,shuffled,0.5625,128
trained,6,6,49,beta_r2,actual,0.9392479658126831,128
trained,6,6,49,beta_r2,shuffled,-0.22320060431957245,128
trained,6,6,49,component_accuracy,actual,0.984375,128
