model_type,pool_index,layer,position,metric,control,score,num_prompts
trained,6,6,49,component_accuracy,shuffled,0.546875,128
raw_input,6,-1,5,beta_r2,actual,0.003365060780197382,128
raw_input,6,-1,5,beta_r2,shuffled,-0.009550240822136402,128
raw_input,6,-1,5,component_accuracy,actual,0.5625,128
raw_input,6,-1,5,component_accuracy,shuffled,0.453125,128
raw_input,6,-1,10,beta_r2,actual,-0.02489907294511795,128
raw_input,6,-1,10,beta_r2,shuffled,-0.07025258988142014,128
raw_input,6,-1,10,component_accuracy,actual,0.53125,128
raw_input,6,-1,10,component_accuracy,shuffled,0.515625,128
raw_input,6,-1,20,beta_r2,actual,-0.004519361071288586,128
raw_input,6,-1,20,beta_r2,shuffled,-0.040153782814741135,128
raw_input,6,-1,20,component_accuracy,actual,0.546875,128
raw_input,6,-1,20,component_accuracy,shuffled,0.5,128
raw_input,6,-1,30,beta_r2,actual,-0.019712161272764206,128
raw_input,6,-1,30,beta_r2,shuffled,-0.11272306740283966,128
raw_input,6,-1,30,component_accuracy,actual,0.515625,128
raw_input,6,-1,30,component_accuracy,shuffled,0.453125,128
raw_input,6,-1,40,beta_r2,actual,-0.032689373940229416,128
raw_input,6,-1,40,beta_r2,shuffled,-0.07142108678817749,128
raw_input,6,-1,40,component_accuracy,actual,0.4765625,128
raw_input,6,-1,40,component_accuracy,shuffled,0.5625,128
raw_input,6,-1,49,beta_r2,actual,-0.06406427919864655,128
raw_input,6,-1,49,beta_r2,shuffled,-0.03840915486216545,128
raw_input,6,-1,49,component_accuracy,actual,0.4921875,128
raw_input,6,-1,49,component_accuracy,shuffled,0.5546875,128
untrained,6,0,5,beta_r2,actual,0.011206190101802349,128
untrained,6,0,5,beta_r2,shuffled,-0.025439778342843056,128
untrained,6,0,5,component_accuracy,actual,0.5390625,128
untrained,6,0,5,component_accuracy,shuffled,0.453125,128
untrained,6,0,10,beta_r2,actual,-0.029036927968263626,128
untrained,6,0,10,beta_r2,shuffled,0.020352115854620934,128
untrained,6,0,10,component_accuracy,actual,0.59375,128
untrained,6,0,10,component_accuracy,shuffled,0.53125,128
untrained,6,0,20,beta_r2,actual,-0.011503231711685658,128
untrained,6,0,20,beta_r2,shuffled,-0.07668636739253998,128
untrained,6,0,20,component_accuracy,actual,0.5546875,128
untrained,6,0,20,component_accuracy,shuffled,0.4765625,128
untrained,6,0,30,beta_r2,actual,-0.050711147487163544,128
untrained,6,0,30,beta_r2,shuffled,-0.07343024015426636,128
untrained,6,0,30,component_accuracy,actual,0.515625,128
untrained,6,0,30,component_accuracy,shuffled,0.515625,128
untrained,6,0,40,beta_r2,actual,-0.048712875694036484,128
untrained,6,0,40,beta_r2,shuffled,-0.06544730067253113,128
untrained,6,0,40,component_accuracy,actual,0.4375,128
untrained,6,0,40,component_accuracy,shuffled,0.453125,128
untrained,6,0,49,beta_r2,actual,-0.07873787730932236,128
untrained,6,0,49,beta_r2,shuffled,-0.006848901975899935,128
untrained,6,0,49,component_accuracy,actual,0.4921875,128
untrained,6,0,49,component_accuracy,shuffled,0.46875,128
untrained,6,1,5,beta_r2,actual,0.06413613259792328,128
untrained,6,1,5,beta_r2,shuffled,-0.04261850565671921,128
untrained,6,1,5,component_accuracy,actual,0.5390625,128
untrained,6,1,5,component_accuracy,shuffled,0.5078125,128
untrained,6,1,10,beta_r2,actual,0.04230625182390213,128
untrained,6,1,10,beta_r2,shuffled,-0.037955787032842636,128
untrained,6,1,10,component_accuracy,actual,0.609375,128
untrained,6,1,10,component_accuracy,shuffled,0.4765625,128
untrained,6,1,20,beta_r2,actual,0.0359189510345459,128
untrained,6,1,20,beta_r2,shuffled,-0.03723718971014023,128
untrained,6,1,20,component_accuracy,actual,0.5546875,128
untrained,6,1,20,component_accuracy,shuffled,0.53125,128
untrained,6,1,30,beta_r2,actual,0.005198950879275799,128
untrained,6,1,30,beta_r2,shuffled,-0.04376884922385216,128
untrained,6,1,30,component_accuracy,actual,0.5546875,128
untrained,6,1,30,component_accuracy,shuffled,0.46875,128
untrained,6,1,40,beta_r2,actual,-0.012384681031107903,128
untrained,6,1,40,beta_r2,shuffled,-0.037487491965293884,128
untrained,6,1,40,component_accuracy,actual,0.453125,128
untrained,6,1,40,component_accuracy,shuffled,0.4296875,128
untrained,6,1,49,beta_r2,actual,-0.03910636156797409,128
untrained,6,1,49,beta_r2,shuffled,-0.06251604110002518,128
untrained,6,1,49,component_accuracy,actual,0.4921875,128
untrained,6,1,49,component_accuracy,shuffled,0.515625,128
untrained,6,2,5,beta_r2,actual,0.08003977686166763,128
untrained,6,2,5,beta_r2,shuffled,-0.10748118907213211,128
untrained,6,2,5,component_accuracy,actual,0.5546875,128
untrained,6,2,5,component_accuracy,shuffled,0.4921875,128
untrained,6,2,10,beta_r2,actual,0.08227123320102692,128
untrained,6,2,10,beta_r2,shuffled,0.060633301734924316,128
untrained,6,2,10,component_accuracy,actual,0.609375,128
untrained,6,2,10,component_accuracy,shuffled,0.5390625,128
untrained,6,2,20,beta_r2,actual,0.07723002880811691,128
untrained,6,2,20,beta_r2,shuffled,-0.024082213640213013,128
untrained,6,2,20,component_accuracy,actual,0.5703125,128
untrained,6,2,20,component_accuracy,shuffled,0.53125,128
untrained,6,2,30,beta_r2,actual,0.04019111767411232,128
untrained,6,2,30,beta_r2,shuffled,-0.02900592051446438,128
untrained,6,2,30,component_accuracy,actual,0.5703125,128
untrained,6,2,30,component_accuracy,shuffled,0.5234375,128
untrained,6,2,40,beta_r2,actual,0.010716733522713184,128
untrained,6,2,40,beta_r2,shuffled,-0.06141715496778488,128
untrained,6,2,40,component_accuracy,actual,0.4765625,128
untrained,6,2,40,component_accuracy,shuffled,0.5,128
untrained,6,2,49,beta_r2,actual,0.009847591631114483,128
untrained,6,2,49,beta_r2,shuffled,-0.0390649177134037,128
untrained,6,2,49,component_accuracy,actual,0.4921875,128
untrained,6,2,49,component_accuracy,shuffled,0.546875,128
untrained,6,3,5,beta_r2,actual,0.14167870581150055,128
untrained,6,3,5,beta_r2,shuffled,-0.05265115201473236,128
untrained,6,3,5,component_accuracy,actual,0.5859375,128
untrained,6,3,5,component_accuracy,shuffled,0.5078125,128
untrained,6,3,10,beta_r2,actual,0.1416989117860794,128
untrained,6,3,10,beta_r2,shuffled,-0.119529590010643,128
untrained,6,3,10,component_accuracy,actual,0.625,128
untrained,6,3,10,component_accuracy,shuffled,0.5078125,128
untrained,6,3,20,beta_r2,actual,0.10873081535100937,128
untrained,6,3,20,beta_r2,shuffled,-0.06218142807483673,128
untrained,6,3,20,component_accuracy,actual,0.5703125,128
untrained,6,3,20,component_accuracy,shuffled,0.46875,128
untrained,6,3,30,beta_r2,actual,0.06396830081939697,128
untrained,6,3,30,beta_r2,shuffled,-0.04411891847848892,128
untrained,6,3,30,component_accuracy,actual,0.5703125,128
untrained,6,3,30,component_accuracy,shuffled,0.4140625,128
untrained,6,3,40,beta_r2,actual,0.06620075553655624,128
untrained,6,3,40,beta_r2,shuffled,-0.013509931042790413,128
untrained,6,3,40,component_accuracy,actual,0.5078125,128
untrained,6,3,40,component_accuracy,shuffled,0.4921875,128
untrained,6,3,49,beta_r2,actual,0.06341676414012909,128
untrained,6,3,49,beta_r2,shuffled,-0.06509872525930405,128
untrained,6,3,49,component_accuracy,actual,0.5078125,128
untrained,6,3,49,component_accuracy,shuffled,0.546875,128
untrained,6,4,5,beta_r2,actual,0.1275331974029541,128
untrained,6,4,5,beta_r2,shuffled,-0.05103226378560066,128
untrained,6,4,5,component_accuracy,actual,0.5625,128
untrained,6,4,5,component_accuracy,shuffled,0.515625,128
untrained,6,4,10,beta_r2,actual,0.14568738639354706,128
untrained,6,4,10,beta_r2,shuffled,-0.04447152838110924,128
untrained,6,4,10,component_accuracy,actual,0.6015625,128
untrained,6,4,10,component_accuracy,shuffled,0.5703125,128
untrained,6,4,20,beta_r2,actual,0.13776515424251556,128
untrained,6,4,20,beta_r2,shuffled,-0.08839453011751175,128
untrained,6,4,20,component_accuracy,actual,0.5859375,128
untrained,6,4,20,component_accuracy,shuffled,0.5234375,128
untrained,6,4,30,beta_r2,actual,0.06791247427463531,128
untrained,6,4,30,beta_r2,shuffled,-0.04921652004122734,128
untrained,6,4,30,component_accuracy,actual,0.5546875,128
untrained,6,4,30,component_accuracy,shuffled,0.46875,128
untrained,6,4,40,beta_r2,actual,0.07077020406723022,128
untrained,6,4,40,beta_r2,shuffled,-0.10204757750034332,128
untrained,6,4,40,component_accuracy,actual,0.546875,128
untrained,6,4,40,component_accuracy,shuffled,0.484375,128
untrained,6,4,49,beta_r2,actual,0.08758874237537384,128
untrained,6,4,49,beta_r2,shuffled,-0.010657086037099361,128
untrained,6,4,49,component_accuracy,actual,0.5390625,128
untrained,6,4,49,component_accuracy,shuffled,0.53125,128
untrained,6,5,5,beta_r2,actual,0.14401210844516754,128
untrained,6,5,5,beta_r2,shuffled,-0.022256620228290558,128
untrained,6,5,5,component_accuracy,actual,0.546875,128
untrained,6,5,5,component_accuracy,shuffled,0.5625,128
untrained,6,5,10,beta_r2,actual,0.15799281001091003,128
untrained,6,5,10,beta_r2,shuffled,-0.03512566536664963,128
untrained,6,5,10,component_accuracy,actual,0.609375,128
untrained,6,5,10,component_accuracy,shuffled,0.4140625,128
untrained,6,5,20,beta_r2,actual,0.16559819877147675,128
untrained,6,5,20,beta_r2,shuffled,-0.05363941192626953,128
untrained,6,5,20,component_accuracy,actual,0.59375,128
untrained,6,5,20,component_accuracy,shuffled,0.5859375,128
untrained,6,5,30,beta_r2,actual,0.09136632829904556,128
untrained,6,5,30,beta_r2,shuffled,-0.0982760339975357,128
untrained,6,5,30,component_accuracy,actual,0.546875,128
untrained,6,5,30,component_accuracy,shuffled,0.6015625,128
untrained,6,5,40,beta_r2,actual,0.10587259382009506,128
untrained,6,5,40,beta_r2,shuffled,-0.04714614525437355,128
untrained,6,5,40,component_accuracy,actual,0.5390625,128
untrained,6,5,40,component_accuracy,shuffled,0.4765625,128
untrained,6,5,49,beta_r2,actual,0.11168569326400757,128
untrained,6,5,49,beta_r2,shuffled,-0.06513117998838425,128
untrained,6,5,49,component_accuracy,actual,0.546875,128
untrained,6,5,49,component_accuracy,shuffled,0.5234375,128
untrained,6,6,5,beta_r2,actual,0.18425880372524261,128
untrained,6,6,5,beta_r2,shuffled,-0.05283767729997635,128
untrained,6,6,5,component_accuracy,actual,0.5703125,128
untrained,6,6,5,component_accuracy,shuffled,0.515625,128
untrained,6,6,10,beta_r2,actual,0.18541458249092102,128
untrained,6,6,10,beta_r2,shuffled,0.01065297331660986,128
untrained,6,6,10,component_accuracy,actual,0.6015625,128
untrained,6,6,10,component_accuracy,shuffled,0.5390625,128
untrained,6,6,20,beta_r2,actual,0.2101774364709854,128
untrained,6,6,20,beta_r2,shuffled,-0.10554254055023193,128
untrained,6,6,20,component_accuracy,actual,0.59375,128
untrained,6,6,20,component_accuracy,shuffled,0.46875,128
untrained,6,6,30,beta_r2,actual,0.14409199357032776,128
untrained,6,6,30,beta_r2,shuffled,-0.06669007986783981,128
untrained,6,6,30,component_accuracy,actual,0.6015625,128
untrained,6,6,30,component_accuracy,shuffled,0.5,128
untrained,6,6,40,beta_r2,actual,0.1287429928779602,128
untrained,6,6,40,beta_r2,shuffled,-0.031268633902072906,128
untrained,6,6,40,component_accuracy,actual,0.5546875,128
untrained,6,6,40,component_accuracy,shuffled,0.484375,128
untrained,6,6,49,beta_r2,actual,0.12853007018566132,128
untrained,6,6,49,beta_r2,shuffled,-0.08195419609546661,128
untrained,6,6,49,component_accuracy,actual,0.5390625,128
untrained,6,6,49,component_accuracy,shuffled,0.53125,128
trained,7,0,5,beta_r2,actual,-0.08303650468587875,128
trained,7,0,5,beta_r2,shuffled,0.008405586704611778,128
trained,7,0,5,component_accuracy,actual,0.4921875,128
trained,7,0,5,component_accuracy,shuffled,0.4765625,128
trained,7,0,10,beta_r2,actual,-0.005486080422997475,128
trained,7,0,10,beta_r2,shuffled,-0.05913751944899559,128
trained,7,0,10,component_accuracy,actual,0.59375,128
trained,7,0,10,component_accuracy,shuffled,0.484375,128
trained,7,0,20,beta_r2,actual,-0.02964170090854168,128
trained,7,0,20,beta_r2,shuffled,-0.09467127919197083,128
trained,7,0,20,component_accuracy,actual,0.5234375,128
trained,7,0,20,component_accuracy,shuffled,0.546875,128
trained,7,0,30,beta_r2,actual,-0.03358367085456848,128
trained,7,0,30,beta_r2,shuffled,-0.05129305273294449,128
trained,7,0,30,component_accuracy,actual,0.40625,128
trained,7,0,30,component_accuracy,shuffled,0.5390625,128
trained,7,0,40,beta_r2,actual,-0.06483376026153564,128
trained,7,0,40,beta_r2,shuffled,-0.03154727816581726,128
trained,7,0,40,component_accuracy,actual,0.4765625,128
trained,7,0,40,component_accuracy,shuffled,0.4296875,128
trained,7,0,49,beta_r2,actual,-0.09046149253845215,128
trained,7,0,49,beta_r2,shuffled,-0.04857098311185837,128
trained,7,0,49,component_accuracy,actual,0.4921875,128
trained,7,0,49,component_accuracy,shuffled,0.5546875,128
trained,7,1,5,beta_r2,actual,0.27779728174209595,128
trained,7,1,5,beta_r2,shuffled,-0.3452672064304352,128
trained,7,1,5,component_accuracy,actual,0.78125,128
trained,7,1,5,component_accuracy,shuffled,0.5859375,128
trained,7,1,10,beta_r2,actual,0.28798380494117737,128
trained,7,1,10,beta_r2,shuffled,-0.29871419072151184,128
trained,7,1,10,component_accuracy,actual,0.7265625,128
trained,7,1,10,component_accuracy,shuffled,0.4609375,128
trained,7,1,20,beta_r2,actual,0.33132117986679077,128
trained,7,1,20,beta_r2,shuffled,-0.026288485154509544,128
trained,7,1,20,component_accuracy,actual,0.75,128
trained,7,1,20,component_accuracy,shuffled,0.5078125,128
trained,7,1,30,beta_r2,actual,0.35398510098457336,128
trained,7,1,30,beta_r2,shuffled,-0.11796943098306656,128
trained,7,1,30,component_accuracy,actual,0.765625,128
trained,7,1,30,component_accuracy,shuffled,0.53125,128
trained,7,1,40,beta_r2,actual,0.3502601683139801,128
trained,7,1,40,beta_r2,shuffled,-0.17136846482753754,128
trained,7,1,40,component_accuracy,actual,0.75,128
trained,7,1,40,component_accuracy,shuffled,0.546875,128
trained,7,1,49,beta_r2,actual,0.30467209219932556,128
trained,7,1,49,beta_r2,shuffled,-0.308618426322937,128
trained,7,1,49,component_accuracy,actual,0.734375,128
trained,7,1,49,component_accuracy,shuffled,0.5546875,128
trained,7,2,5,beta_r2,actual,0.3528728187084198,128
trained,7,2,5,beta_r2,shuffled,-0.5406883955001831,128
trained,7,2,5,component_accuracy,actual,0.7578125,128
trained,7,2,5,component_accuracy,shuffled,0.46875,128
trained,7,2,10,beta_r2,actual,0.37543851137161255,128
trained,7,2,10,beta_r2,shuffled,-0.33761635422706604,128
trained,7,2,10,component_accuracy,actual,0.7734375,128
trained,7,2,10,component_accuracy,shuffled,0.5703125,128
trained,7,2,20,beta_r2,actual,0.4416968822479248,128
trained,7,2,20,beta_r2,shuffled,-0.28014883399009705,128
trained,7,2,20,component_accuracy,actual,0.8046875,128
trained,7,2,20,component_accuracy,shuffled,0.421875,128
trained,7,2,30,beta_r2,actual,0.46143069863319397,128
trained,7,2,30,beta_r2,shuffled,-0.13630954921245575,128
trained,7,2,30,component_accuracy,actual,0.78125,128
trained,7,2,30,component_accuracy,shuffled,0.453125,128
trained,7,2,40,beta_r2,actual,0.361900269985199,128
trained,7,2,40,beta_r2,shuffled,-0.15047428011894226,128
trained,7,2,40,component_accuracy,actual,0.7265625,128
trained,7,2,40,component_accuracy,shuffled,0.53125,128
trained,7,2,49,beta_r2,actual,0.40588802099227905,128
trained,7,2,49,beta_r2,shuffled,-0.04908795282244682,128
trained,7,2,49,component_accuracy,actual,0.8046875,128
trained,7,2,49,component_accuracy,shuffled,0.46875,128
trained,7,3,5,beta_r2,actual,0.5774940252304077,128
trained,7,3,5,beta_r2,shuffled,-0.27371540665626526,128
trained,7,3,5,component_accuracy,actual,0.875,128
trained,7,3,5,component_accuracy,shuffled,0.5234375,128
trained,7,3,10,beta_r2,actual,0.5498734712600708,128
trained,7,3,10,beta_r2,shuffled,-0.26335737109184265,128
trained,7,3,10,component_accuracy,actual,0.828125,128
trained,7,3,10,component_accuracy,shuffled,0.4609375,128
trained,7,3,20,beta_r2,actual,0.5846023559570312,128
trained,7,3,20,beta_r2,shuffled,-0.3728232681751251,128
trained,7,3,20,component_accuracy,actual,0.90625,128
trained,7,3,20,component_accuracy,shuffled,0.5625,128
trained,7,3,30,beta_r2,actual,0.5924155712127686,128
trained,7,3,30,beta_r2,shuffled,-0.2601887285709381,128
trained,7,3,30,component_accuracy,actual,0.921875,128
trained,7,3,30,component_accuracy,shuffled,0.4609375,128
trained,7,3,40,beta_r2,actual,0.553649365901947,128
trained,7,3,40,beta_r2,shuffled,-0.40444067120552063,128
trained,7,3,40,component_accuracy,actual,0.8515625,128
trained,7,3,40,component_accuracy,shuffled,0.5234375,128
trained,7,3,49,beta_r2,actual,0.5462788939476013,128
trained,7,3,49,beta_r2,shuffled,-0.31544750928878784,128
trained,7,3,49,component_accuracy,actual,0.8828125,128
trained,7,3,49,component_accuracy,shuffled,0.53125,128
trained,7,4,5,beta_r2,actual,0.5201792120933533,128
trained,7,4,5,beta_r2,shuffled,-0.2180904895067215,128
trained,7,4,5,component_accuracy,actual,0.8359375,128
trained,7,4,5,component_accuracy,shuffled,0.4765625,128
trained,7,4,10,beta_r2,actual,0.5960327982902527,128
trained,7,4,10,beta_r2,shuffled,-0.4489828050136566,128
trained,7,4,10,component_accuracy,actual,0.859375,128
trained,7,4,10,component_accuracy,shuffled,0.5703125,128
trained,7,4,20,beta_r2,actual,0.6445549130439758,128
trained,7,4,20,beta_r2,shuffled,-0.20477327704429626,128
trained,7,4,20,component_accuracy,actual,0.8984375,128
trained,7,4,20,component_accuracy,shuffled,0.4765625,128
trained,7,4,30,beta_r2,actual,0.7092278599739075,128
trained,7,4,30,beta_r2,shuffled,-0.3055581748485565,128
trained,7,4,30,component_accuracy,actual,0.9375,128
trained,7,4,30,component_accuracy,shuffled,0.46875,128
trained,7,4,40,beta_r2,actual,0.5983825325965881,128
trained,7,4,40,beta_r2,shuffled,-0.25293391942977905,128
trained,7,4,40,component_accuracy,actual,0.875,128
trained,7,4,40,component_accuracy,shuffled,0.546875,128
trained,7,4,49,beta_r2,actual,0.6466382741928101,128
trained,7,4,49,beta_r2,shuffled,-0.21972866356372833,128
trained,7,4,49,component_accuracy,actual,0.9140625,128
trained,7,4,49,component_accuracy,shuffled,0.5546875,128
trained,7,5,5,beta_r2,actual,0.5568385720252991,128
trained,7,5,5,beta_r2,shuffled,-0.28867393732070923,128
trained,7,5,5,component_accuracy,actual,0.8515625,128
trained,7,5,5,component_accuracy,shuffled,0.53125,128
trained,7,5,10,beta_r2,actual,0.6209794878959656,128
trained,7,5,10,beta_r2,shuffled,-0.28422585129737854,128
trained,7,5,10,component_accuracy,actual,0.8671875,128
trained,7,5,10,component_accuracy,shuffled,0.515625,128
trained,7,5,20,beta_r2,actual,0.625150203704834,128
trained,7,5,20,beta_r2,shuffled,-0.28282245993614197,128
trained,7,5,20,component_accuracy,actual,0.890625,128
trained,7,5,20,component_accuracy,shuffled,0.5546875,128
trained,7,5,30,beta_r2,actual,0.7409603595733643,128
trained,7,5,30,beta_r2,shuffled,-0.2821691036224365,128
trained,7,5,30,component_accuracy,actual,0.9375,128
trained,7,5,30,component_accuracy,shuffled,0.4921875,128
trained,7,5,40,beta_r2,actual,0.612673819065094,128
